מספר כתב יד,מדור ומדף,תיאור הכתב יד,"תגית: מקורי (בגוכתי""ק)",תגית: צילום/העתק,"תגית: אדמו""ר הזקן","תגית: אדמו""ר האמצעי",תגית: הצמח צדק,"תגית: אדמו""ר המהר""ש",תגית: סוג - דרושים,תגית: סוג - פנקסים,"תגית: אדמו""ר הרש""ב","תגית: אדמו""ר הריי""צ",תגית: קאפוסט,תגית: באברויסק,תגית: סטראשעלע,תגית: פאריטש,מספר עמודים
2175,לד,"דרושי אדמו""ר מהרחש""ז מלאדי 17*2 ס""מ. רצ דף. מונח בתוכו דף ""שייך לר' צבי הירש אזימאוו מק' קלימאוויץ פ' מאהילוב שנת תרע""ז",,,,,,,V,,,,,,,,289
2176,לד,"דרושי אדמו""ר מהרחש""ז מלאדי * בגוכתי""ק. 18*23 ס""מ. רלה דף. על גב הכריכה:"" מאמרים ת'כו"".",V,,,,,,V,,,,,,,,164
2177,לד,"דרושי אדמו""ר הזקן אדמו""ר הצ""צ אדמו""ר מהרחש""ז מלאדי 17*22 ס""מ. רמג דף. קס,א: שאלת: אדמו""ר מהרי""ל מקאפוסט אל אביו הצ""צ ותשובתו אליו.",,,V,,V,,V,,,,V,,,,231
2178,לד,"דרושי אדמו""ר מהרש""ז מקאפוסט אדמו""ר מהרחש""ז מלאדי ואחדים ל: אדמו""ר האמצעי ואגרות אדמו""ר הזקן ורבותינו שבארה""ק ועוד ריב: סיפורים. רכב,א: ויכוח איש חסיד עם כ""ק הר""ז שיחי' ע""ד הגהות כ""ק הר""ש ז""ל בן אדמו""ר ... בענין הרשימו כו'. 17*22 ס""מ. שכ דף. בעלים:יהודה דוד גארפינקל, טאראנטא.",,,V,V,,,V,,,,V,,,,304
2179,לד,"דרושי אדמו""רי קאפוסט כולל גם מכתב התקשרות אליו ומכתב בנו אחרי הסתלקות אביו. ועניני הפולמוס 12*22 ס""מ. (יש בו דפים בני גודל שונה).",,,,,,,V,,,,V,,,,245
2180,לד,"דרושי אדמו""ר מהרחש""ז מלאדי * חלקו בגוכתי""ק 18.5*2 ס""מ. רל דף. חלק מבוך זה (מתחיל מדף שלו) במספר  .2189",V,,,,,,V,,,,,,,,174
2181,לד,"דרושי אדמו""ר מהר""ש תרל-תרלא 17.5*22 ס""מ. רכו דף בעלים: שניאור זלמן דובער ב""ר אברהם אבלי. פערסאן.",,,,,,V,V,,,,,,,,228
2182,לד,"דרושי אדמו""ר מהרחש""ז מלאדי (?) 18*22 ס""מ. שסו דף בעלים: יהודה ליב שניאורסאהן רב בוויטעפסק",,,,,,,V,,,,,,,,359
2183,לד,"דרושי אדמו""ר מהרחש""ז מלאדי 17*23 ס""מ. 526 דף. בעלים: פערסאן.",,,,,,,V,,,,,,,,510
2184,לד,"דרושי אדמו""ר מהרחש""ז מלאדי 17*22 ס""מ. שנח דף. בעלים: פערסאן.",,,,,,,V,,,,,,,,355
2185,לד,"דרושי אדמו""ר מהרחש""ז מלאדי * עם הגהות בגוכתי""ק 18*23 ס""מ. בעלים: אדמו""ר מהרי""ד מלאדי. יהודה ליב שניאורסאהן רב בוויטעפסק.",V,,,,,,V,,,,,,,,359
2186,לד,"דרושי אדמו""ר הצ""צ אדמו""ר מהרחש""ז מלאדי אדמו""ר מהרש""ז מקאפוסט ועוד 17*22 ס""מ.",,,,,V,,V,,,,V,,,,153
2187,לד,"דרושי אדמו""ר הזקן אדמו""ר הצ""צ 18*23 ס""מ. תשכח דף.",,,V,,V,,V,,,,,,,,618
2188,לד,"דרושי אדמו""ר הצ""צ ועליו הגהות בגוכתי""ק אדמו""ר מהרחש""ז מלאדי * וכן מאמרי עצמו 18*23 ס""מ. הדפים מבולבלים כ600- דף.",V,,,,V,,V,,,,,,,,543
2189,לד,"דרושי אדמו""ר מהרחש""ז מלאדי * חלקו בגוכתי""ק 18.5*23 ס""מ. שלו-תרצז דף. התחלת בוך זה במס'                  .2180",V,,,,,,V,,,,,,,,218
2190,לד,"דרושי אדמו""ר מהרחש""ז מלאדי 18*23 ס""מ. (יש בו דפים בני גודל שונה) המפתח בסופו.",,,,,,,V,,,,,,,,507
2191,לד,"דרושי אדמו""ר מהרחש""ז מלאדי 18*22 ס""מ.(יש בו דפים בגודל שונה) תקג דף בעלים: יהודה ליב שניאורסאהן רב בוויטעפסק ובכת""י:"" רב בהאמיל"".",,,,,,,V,,,,,,,,499
2192,לד,"דרושי והנחות הלל, הר""ה מפאריטש 17*22 ס""מ. תקכו דף המפתח בסופו. בעלים: יהודה ליב שניאורסאהן רב בוויטעפסק ובכת""י:"" רב בהאמעל""",,,,,,,V,,,,,,,V,537
2193,לד,"דרושי אדמו""ר מהרחש""ז מלאדי 23*18 ס""מ. שצט דף בעלים: יהודה ליב שניאורסאהן רב בוויטעפסק",,,,,,,V,,,,,,,,395
2194,לד,"דרושי הלל, הר""ה מפאריטש 18*22 ס""מ. יג-תכ, (2) דף",,,,,,,V,,,,,,,V,418
2195,לד,"דרושי אדמו""ר האמצעי אדמו""ר מהרש""ב 13*21.5 ס""מ. רכח דף (דפים קכו-קלג - חסר) בעלים: נחום אהרן ב""ר משה רונין מהוראדניא על גב הכריכה: ליובאוויטש תרנה",,,,V,,,V,,V,,,,,,204
2196,לד,"דרושי אדמו""ר מהר""ש - המשך מים רבים תרלו אדמו""ר מהרחש""ז מלאדי 17.5*22 ס""מ. כעל המפתח"" בוך ד"".",,,,,,V,V,,,,,,,,256
2197,לד,"דרושי אדמו""ר האמצעי אדמו""ר מהרחש""ז מלאדי 17.5*22 ס""מ. ציוני הדפים חסרים ומבולבלים על המפתח:"" בוך ה""",,,,V,,,V,,,,,,,,228
2198,לד,"דרושי אדמו""ר הצ""צ כולל שרש מצות התפלה. ודרושי אדמו""ר מהרחש""ז מלאדי (?) 17*22 ס""מ. על המפתח:"" בוך זיין""",,,,,V,,V,,,,,,,,267
2199,לד,"דרושי אדמו""ר מהרש""ז מקאפוסט בסופו אגרות אדמו""ר מהרש""ב 18*22 ס""מ. קו דף על המפתח:"" בוך חי""ת"".",,,,,,,V,,V,,V,,,,94
2200,לד,"דרושי אדמו""ר מהר""ש תרלב על המפתח:"" בוך טי""ת"".",,,,,,V,V,,,,,,,,41
2201,לד,"דרושי אדמו""ר מהר""ש בכת""י הר""ש סופר. 14*22 ס""מ. 213 דף. בעלים: פערסאן",,,,,,V,V,,,,,,,,219
2202,לד,"דרושי אדמו""ר מהר""ש המשך וככה תרלז 16*22 ס""מ. בעלים פערסאן.",,,,,,V,V,,,,,,,,217
2203,לד,"דרושי אדמו""ר מהר""ש המשך מים רבים, וככה תרלו-תרלז ועוד 17.5*22 ס""מ. שפו דף בעלים י. ל. אראנין. אלתר שימחאוויץ. על גב הכריכה:"" כ""ק מים רבים"".",,,,,,V,V,,,,,,,,383
2204,לד,"דרושי אדמו""ר מהר""ש המשך מים רבים תרלו 17.5*22 ס""מ. על גב הכריכה:"" כ""ק מים רבים""",,,,,,V,V,,,,,,,,208
2205,לד,"דרושי 2אדמו""ר מהר""ש אדמו""ר מהר""ש הלל, הר""ה מפאריטש דרושי והנחות נחום טובי' מפיראטין 17.5*22.5 ס""מ. תכו דף. רמ,א: צוואת אדמו""ר מהר""ש. דרושי אדמו""ר מהר""ש - בכת""י הר""ש סופר.",,,,,,V,V,,,,,,,V,415
2206,לד,"דרושי אדמו""ר מהר""ש תרכח בכת""י הר""ש סופר, ממנו הודפס לראשונה 23*19 ס""מ. קפ דף.",,,,,,V,V,,,,,,,,0
2207,לד,"דרושי אדמו""ר מהר""ש תרלט בכת""י הר""ש סופר. 17.5*23 ס""מ. קסו דף על גב הכריכה:"" תרל""ט"".",,,,,,V,V,,,,,,,,165
2208,לד,"דרושי אדמו""ר מהר""ש תרמ בכת""י הר""ש סופר. 17.5*23 ס""מ. (יש בו דפים בני גודל שונה) קמד דף. על גב הכריכה:"" ר""מ"".",,,,,,V,V,,,,,,,,138
2209,לד,"דרושי אדמו""ר מהר""ש תרכו בכת""י הר""ש סופר 19*24 ס""מ. קצט דף ומפתח בסופו.",,,,,,V,V,,,,,,,,0
2210,לד,"דרושי אדמו""ר מהר""ש ואחדים ל: אדמו""ר הצ""צ אדמו""ר מהר""ש חלקו בכת""י הר""ש סופר וכת""י ר' אשר מניקאלייעוו 17.5*22 ס""מ. שו דף בעלים: אשר גראסמן מניקאלייעוו",,,,,V,V,V,,,,,,,,233
2211,לד,"דרושי אדמו""ר הצ""צ אדמו""ר מהרש""ב ועוד. 18*23 ס""מ. לו-שנ דף .",,,,,V,,V,,V,,,,,,299
2212,לד,"דרושי אדמו""ר מהר""ש תרלב 13*20 ס""מ. קמא דף על הכריכה (וכן על דף המגן הקדמי):"" כ""ק אדמו""ר שליט""א משנת תרל""ב"".",,,,,,V,V,,,,,,,,144
2213,לד,"דרושי עפשטיין, יצחק אייזיק מהאמיל 18*21.5 ס""מ. קנו דף בעלים: יהודה ליב שניאורסאהן רב בוויטעפסק",,,,,,,V,,,,,,,,155
2214,לא,"דרושים על מגילת איכה עפ""י הקבלה. על הבוך מצורף כרטיס - תיאור ובו אשר הוא עפ""י חסידות חב""ד לא' מתלמידי אדמו""ר הזקן אבל באופן שטחי אינו משמע זה כלל. מחולק לקצ""ב סימנים (אבל לפעמים נראה שהסימנים מפסיקים באמצע משפט) 16.5*21.5 ס""מ. (192) דף.",,,V,,,,V,,,,,,,,345
2215,לד,"דרושי אדמו""ר הצ""צ 18*22 ס""מ. קכה דף בעלים: פערסאן.",,,,,V,,V,,,,,,,,116
2216,לד,"דרושי אדמו""ר מהריי""צ תרפח-תרפט מימיוגרף. 18.5*23.5 ס""מ.",,,,,,,V,,,V,,,,,0
2217,לד,"על גב הכריכה: [כי] תשא לאזניא תקנ""ה דרושי אדמו""ר הזקן תקנה-תקנח 18*23 ס""מ. צח דף (2), ב-צח דף מסומן במס'""                         .""35",,,V,,,,V,,,,,,,,104
2218,לד,"דרושי אדמו""ר האמצעי ואחדים ל: אדמו""ר הזקן 17*22 ס""מ. קסט דף. בעלים: צבי אליעזר ב""ר ברוך הכהן פרומקין. חנוך הענדיל האוולין. שער מצוייר עם תאריך תקע""ו.",,,V,V,,,V,,,,,,,,158
2219,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ 18.5*24 ס""מ. רעא דף על השער רשום:שנת תקצ""ד. חותמת בהמ""ד אהל יצחק מאה שערים ירושלים.",,,V,V,V,,V,,,,,,,,264
2220,לד,"על גב הכריכה: להבין ענין זיווג נשמות בג""ע דרושים ואגרות אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ רכו, א: קונ' התפעלות רמא,ב: הנהגות טובות מהרה""ק מנחם נחום מטשערנאביל. רמב,א: אגרת התשובה מהדו""ק רנג,ב:.. הזהרות ר' שמואל אופהיים מ""מ דק' פראג. רנה,א: רמזי תורה ומגיד דבריו ליעקב דובער, הה""מ ממעזריטש",,,V,V,V,,V,,,,,,,,258
2221,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי 18*24 ס""מ.",,,V,V,,,V,,,,,,,,212
2222,לד,"דרושי אדמו""ר האמצעי כולל פירוש המלות ודרושי אדמו""ר הצ""צ 18*24.5 ס""מ. ה-קעו דף.",,,,V,V,,V,,,,,,,,247
2223,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי על השער: פה נמצא כתבי קודש מאדמו""ר נ""ע וגם דרושים מהר""ד שיחי' עד ביאת הגואל ב""ב בסופו: על אלה אני בוכי'..אחי האברך מ""ה ראובן שיגע וטרח בספר הלז בכ""י ולא הספיק לגומרו עד שנסתלק בחצי ימיו ונםטר ביום ה' בכי טוב לחודש אייר שנת תקפח 16*21 ס""מ. קנ דף. על גב הכריכה:"" ברוך שאמר והי' העולם"" מסומן במס'                           .23 ברוך שאמר - גראסס צילומו - מס'                         864",,,V,V,,,V,,,,,,,,155
2224,לד,"דרושי אדמו""ר האמצעי אדמו""ר הצ""צ 17.5*22 ס""מ. יט-קעט דף קלז,ב: חותם בהמ""ד דכולל חב""ד ירושלים",,,,V,V,,V,,,,,,,,162
2225,לד,"באורי הזהר אדמו""ר הצ""צ 20*26 ס""מ. (1),רסו דף.",,,,,V,,,,,,,,,,278
2226,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ 17*21 ס""מ. עא דף",,,V,V,V,,V,,,,,,,,73
2227,לד,"דרושי הלל, הר""ה מפאריטש ואחדים ל: אדמו""ר הזקן אדמו""ר הצ""צ 18*23 ס""מ. שעב דף בעלים: שמרי' גורארי'",,,V,,V,,V,,,,,,,V,342
2228,לד,"דרושי אדמו""ר מהרש""ב בכת""י הר""ש סופר והר""י העבער 19*24 ס""מ. 522 ע'.",,,,,,,V,,V,,,,,,234
2229,לד,"דרושי אדמו""ר הצ""צ ועוד. בסופו ענינים בנגלה, לא נודע למי. 18*21.5 ס""מ. (נכרכו בו דפים בגודל שונה) דש דף.",,,,,V,,V,,,,,,,,296
2230,לד,"דרושי לאדי - קאפוסט בסוף: תולדות אדמו""ר הזקן. מכתבי האדמו""ר מקאפוסט ומוהר""ד תומרקין בענין הרשימו 71*22 ס""מ.",,,V,,,,V,,,,V,,,,603
2231,לד,"דרושי אדמו""ר הזקן 81*2 ס""מ.",,,V,,,,V,,,,,,,,177
2232,כג,"אוצר החיים מרגליות, אליהו ווארעשצינע               תרכה-ז דרושים. בכ""מ יש רישומים מבנו, ימי הלידה נישואין ויאצ""ט של בני המשפחה",,,,,,,V,,,,,,,,103
2233,לד,"דרושי אדמו""ר מוהרש""ב 81*32 ס""מ. קיג, (7) דף.",,,,,,,V,,V,,,,,,111
2234,לד,"מאמרים, שיחות ואגרות אדמו""ר מהריי""צ מימיוגרף, מכונת כתיבה ואורגינלי בעלים: יהושע אייזיק בארוך נכרך עמו: לקוטים יקרים.",,,,,,,V,,,V,,,,,0
2235,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ אדמו""ר מהר""ש הלל, הר""ה מפאריטש ועוד. 18*22.5 ס""מ. תכו דף",,,V,V,V,V,V,,,,,,,V,386
2236,לד,"דרושי אדמו""ר מהריי""צ תרפט, תש 20*28 ס""מ. קפט ע'.",,,,,,,V,,,V,,,,,95
2237,לד,"""ספר וזכרתי כי""ק הוד כ""ק אאזמו""ר אדמו""ר האמצעי * זצוקללה""ה נבג""מ זי""ע"" - כן רשום על המדבקה שעל הבוך בגכתי""ק אדמו""ר מהריי""צ * 12*17 ס""מ. (20) דף ועוד 2 דף מפתח וקיצור בכת""י הרח""ל.",,,,V,,,,,,V,,,,,26
2238,לד,"חדושים עפ""י רמז ועפ""י חסידות וגם סיפורים 11*32.5 ס""מ. מח דף י,ב:.. כט מ""ח שנת תרע""ג נאום לערער, יהושע",,,,,,,,,,,,,,,41
2239,טו,"מוטערפעריל, אשר זליג מו""ץ דמיכלפאל ומבנו: מוטערפעריל, יצחק דוב חידושים ושו""ת וכן על הל' תפילין ע""ס א""ב. נכתבו בשנים תר""נ - תרפ""ה 22*35 ס""מ. וחלק: 22*18 ס""מ.",,,,,,,,,,,,,,,80
2240,לד,"דרושי אדמו""ר הצ""צ ואחדים ל: אדמו""ר האמצעי 20*24.5 ס""מ. רעו דף בעלים: מאיר שניאור חתן כ""ק הרח""ז שליט""א מלאדי.",,,,V,V,,V,,,,,,,,262
2241,לד,"עפשטיין, יצחק אייזיק מהאמיל דרושי חסידות 17*21.5 ס""מ.",,,,,,,V,,,,,,,,234
2242,יז,"מיטליאנסקי, חיים דוד טעביל רב בוויטעפסק ומשנת תרנ""ב רב בשומאוויץ (שם משפחתו-עפ""י חותמתו על בוך מס' (2248. שו""ת וחידושים 22*34 ס""מ. סד,ה,יט,טו דף הובא ממוסקבה ע""י לאה צבי' קראנץ.",,,,,,,,,,,,,,,85
2243,לד,"דרושי אדמו""ר מהרש""ב תרעח עלים נפרדים. הנחות הרא""ב פעווזנער ? 11.5*18 ס""מ.",,,,,,,V,,V,,,,,,33
2244,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי 17*21 ס""מ. קכו דף. בעלים: שמואל בהנגיד דוד כץ מסמליין שרה שכטר.",,,V,V,,,V,,,,,,,,92
2245,מה,"פנקס חברה קדישא דעיר מולוטוב - פרם אשר בהרי ארול, מהשנים: תרסו-תשיג 21.5*23 ס""מ. ע""י דוד מאיר דרוקמן.",,,,,,,,V,,,,,,,20
2246,לד,"היום יום בכת""י מעתיק 20*29 ס""מ. קיט דף.",,,,,,,,,,,,,,,0
2247,ל,"עץ חיים ויטאל, חיים מכתבי האריז""ל כתיבה ספרדית רהוטה 20*29 ס""מ.",,,,,,,,,,,,,,,134
2248,יג,"שער המלך נוניס, יצחק ב""ר משה עם הגהות טעם המלך ייטלס, ברוך ב""ר יונה העתקה מדפוס ברונא תקס""א-ס""ג 22*31.5 ס""מ. (1), קלא, ח דף. בעלים: חיים דוד טעביל מיטליאנסקי שומייאץ הביא: חיים שמואל פרידמן.",,V,,,,,,,,,,,,,0
2249,מ,"צילום הגדה של פסח עם פי' עפ""י הסוד 20*29 ס""מ. שלח: יהוסף רלב""ג",,V,,,,,,,,,,,,,43
2250,לד,צילום מספר תניא דפוס ראשון עם הגהות על הגליון בהשוואה לכתבי יד. הכותב מרדכי אהרן מלידא,,V,,,,,,,,,,,,,83
2251,לא,"סור מרע ועשה טוב אייכנשטיין, צבי הירש מזידטשוב 18X23 ס""מ. מח דף.",,,,,,,,,,,,,,,48
2252,יז,"פרי משגב בוגין, משה גרשון אב""ד קרופקי והלובאקא העתק שו""ת בהל' יו""ד ואה""ע מהשנים: תריז-תרסד עם רבני דורו ומהם: בוגין, חיים ב""ר משה גרשון - בנו טעביל ממינסק תוספאה, שמואל אביגדור מקארלין דוד מקארלין בצלאל מווילנא ספקטור, יצחק אלחנן מקובנא נאטענזאהן, יוסף שאול מענדל הלוי מזעמבין רוזין, יוסף מראגאטשאוו קו,א: מכתבי סמיכה לבנו ר' חיים הנ""ל 20*32 ס""מ. קלד דף, המפתח בסופו. תשובות מבנו בכת""י מס' 2358",,V,,,,,,,,,,,,,270
2253,כח,"לקוטים מן ספר מקור חיים מאמרים פילוסופיים אבן גבירול, שלמה 21*32 ס""מ. 13 דפים במכונת כתיבה",,,,,,,V,,,,,,,,13
2254,ו,"חדושי הרשבא שלמה בן אדרת חדושים על מסכת מנחות כתיבה ספרדית בינונית בשני טורים. הוכן לדפוס בשנת תרכ""א ע""י ה""ר אברהם ב""ר צ""ה 33*22 ס""מ. 203 ע'. בעלים: אהרן פיינגאלד, ווארשא.",,,,,,,,,,,,,,,107
2255,מה,"פנקס חברה קדישא דק""ק בערגסאס תרצ""ג - כך חרות על הכריכה. 21*34 ס""מ.",,,,,,,,V,,,,,,,17
2256,מה,"כת""י בשפה ערבית 34*21.5 ס""מ.",,,,,,,,,,,,,,,252
2257,מה,"כת""י בשפה פרסית 16*21 ס""מ.",,,,,,,,,,,,,,,234
2258,מה,"כת""י בשפה פרסית 15*21 ס""מ.",,,,,,,,,,,,,,,214
2259,לד,"דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ 11*19 ס""מ. 204 דף.",,,V,V,V,,V,,,,,,,,199
2260,מה,"פנקס חברה קדישא פון אמעריקאן בענעוואל' מינסקער אסס'ן נתיסדה ש' תרנט. הפנקס משנת תרע כולל רשימת הנפטרים מוואשינגטאן סעמיטערי, מאונט לבנון סעמיטערי, מאונט זאיין סעמיט' 27*39 ס""מ.",,,,,,,,V,,,,,,,55
2261,לד,"דרושי אדמו""ר מהריי""צ מימיוגרף. משנים: תרפה-תרפז ע""י געציל ווילנסקי, מוסקבה.",,,,,,,V,,,V,,,,,0
